"Recorder Data Code Values",,,,,,,,,,,
,207,"Married Woman As Her Sole & Separate Property",,,,,,,,,
,208,Partnership,,,,,,,,,
,209,"Transfer Of Death",,,,,,,,,
,210,Tenant,,,,,,,,,
,211,Trustee/conservator,,,,,,,,,
,212,Trust,,,,,,,,,
,213,"Surviving Tenant By The Entirety",,,,,,,,,
,214,"Surviving Spouse",,,,,,,,,
,215,"Tax Payer",,,,,,,,,
,216,"Domestic Partner",,,,,,,,,
,217,"Community Property (marital Community) With Rights Of Survivorship",,,,,,,,,
,218,"Et Al (and Others) - Vendor Data Only",,,,,,,,,
,219,"Et Ux (and Wife) - Vendor Data Only",,,,,,,,,
,220,"Family Living Trust",,,,,,,,,
,221,"Family Trust",,,,,,,,,
,222,"Family Revocable Trust",,,,,,,,,
,223,"Her Husband",,,,,,,,,
,224,"Single Person Or Individual",,,,,,,,,
,225,"His Wife",,,,,,,,,
,226,"Et Vir (and Husband)",,,,,,,,,
,227,"Contract Owner",,,,,,,,,
,228,"Tenants in Severalty",,,,,,,,,
,,,,,,,,,,,
Grantee3InfoEntityClassification,,,,,,,,,,,
,Grantee3InfoEntityClassification,Description,,,,,,,,,
,NULL,"Unknown or not provided",,,,,,,,,
,IND,Individual,,,,,,,,,
,NON,Non-Individual,,,,,,,,,
,,,,,,,,,,,
Grantee4InfoEntityClassification,,,,,,,,,,,
,Grantee4InfoEntityClassification,Description,,,,,,,,,
,NULL,"Unknown or not provided",,,,,,,,,
,IND,Individual,,,,,,,,,
,NON,Non-Individual,,,,,,,,,
,,,,,,,,,,,
GranteeMailAddressInfoFormat,,,,,,,,,,,
,GranteeMailAddressInfoFormat,Description,,,,,,,,,
,NULL,"Unknown or not provided",,,,,,,,,
,"S   ","STANDARD US",,,,,,,,,
,"P   ","PO BOX",,,,,,,,,
,"R   ","RURAL  ROUTE",,,,,,,,,
,"4   ",NON-US,,,,,,,,,
,"H   ",High-rise,,,,,,,,,
,"F   ",Company,,,,,,,,,
,"A   ",Alias,,,,,,,,,
,"G   ","General Delivery",,,,,,,,,
,,,,,,,,,,,
GranteeMailAddressInfoPrivacy,,,,,,,,,,,
,GranteeMailAddressInfoPrivacy,Description,,,,,,,,,
,NULL,"Unknown or not provided",,,,,,,,,
,1,"Legal Restrictions Against Using the Address for Marketing Purposes.  This is Not the Federal Do Not Call or the DMA Do Not Mail.",,,,,,,,,
,,,,,,,,,,,
GranteeGrantorOwnerRelationshipCode,,,,,,,,,,,
,GranteeGrantorOwnerRelationshipCode,Description,,,,,,,,,
,NULL,"Unknown or not provided",,,,,,,,,
,TRCA,"Arms Length Transaction",,,,,,,,,
,TRCG,"Not at Arms-Length - conveyance to Grantor's trust",,,,,,,,,
,TRDI,"Not at Arms-Length - dissolution",,,,,,,,,
,TRIT,"Not at Arms-Length - interfamily transfer",,,,,,,,,
,TRNA,"Not at Arms-Length",,,,,,,,,
,TRNP,"Non Arms Length - Non Purchase",,,,,,,,,
,TRPN,"Non Purchase",,,,,,,,,
,TRPP,"Non Arms Length - Purchase",,,,,,,,,
,TRTI,Timeshare,,,,,,,,,
,,,,,,,,,,,
PropertyAddressInfoFormat,,,,,,,,,,,
,PropertyAddressInfoFormat,Description,,,,,,,,,
,NULL,"Unknown or not provided",,,,,,,,,
,"S   ","STANDARD US",,,,,,,,,
,"P   ","PO BOX",,,,,,,,,
,"R   ","RURAL  ROUTE",,,,,,,,,
,"4   ",NON-US,,,,,,,,,
,"H   ",High-rise,,,,,,,,,
,"F   ",Company,,,,,,,,,
,"A   ",Alias,,,,,,,,,
,"G   ","General Delivery",,,,,,,,,
,,,,,,,,,,,
PropertyAddressInfoPrivacy,,,,,,,,,,,
,PropertyAddressInfoPrivacy,Description,,,,,,,,,
,NULL,"Unknown or not provided",,,,,,,,,
,1,"Legal Restrictions Against Using the Address for Marketing Purposes.  This is Not the Federal Do Not Call or the DMA Do Not Mail.",,,,,,,,,
,,,,,,,,,,,
Mortgage1Type,,,,,,,,,,,
,Mortgage1Type,Description,,,,,,,,,
,NULL,"UNKNOWN OR NOT PROVIDED",,,,,,,,,
,0,UNKNOWN,,,,,,,,,
,3,"BUILDING OR CONSTRUCTION",,,,,,,,,
,6,"LINE OF CREDIT",,,,,,,,,
,8,FHA,,,,,,,,,
,10,CONVENTIONAL,,,,,,,,,
,11,"CONVENTIONAL WITH PMI",,,,,,,,,
,16,"VETERANS ADMINISTRATION",,,,,,,,,
,101,"USDA - US DEPT OF AGRICULTURE",,,,,,,,,
,102,"FARMERS HOME ADMINISTRATION",,,,,,,,,
,103,COMMERCIAL,,,,,,,,,
,104,"STATE VETERANS",,,,,,,,,
,105,"REVERSE MORTGAGE",,,,,,,,,
,121,ASSUMPTION,,,,,,,,,
,122,BALLOON,,,,,,,,,
,123,"ARM (ADJUSTABLE RATE MORTGAGE)",,,,,,,,,
,124,"CLOSED END MORTGAGE",,,,,,,,,
,125,"SELLER TAKE-BACK",,,,,,,,,
,126,"STAND ALONE FIRST",,,,,,,,,
,127,"STAND ALONE REFI",,,,,,,,,
,128,"STAND ALONE SECOND",,,,,,,,,
,129,REFI-ASSIGNMENT,,,,,,,,,
,130,"SECOND MORTGAGE TO COVER DOWN PYMT",,,,,,,,,
,131,"LAND CONTRACT (ARGMT OF SALE)",,,,,,,,,
,132,"LOAN MODIFICATION",,,,,,,,,
,133,"SMALL BUSINESS ASSOC",,,,,,,,,
,134,CASH,,,,,,,,,
,135,"NEGATIVE AMORTIZATION",,,,,,,,,
,,,,,,,,,,,
Mortgage1LenderInfoEntityClassification,,,,,,,,,,,
,Mortgage1LenderInfoEntityClassification,Description,,,,,,,,,
,NULL,"UNKNOWN OR NOT PROVIDED",,,,,,,,,
,0,UNKNOWN,,,,,,,,,
,B,BANK,,,,,,,,,
,C,"CREDIT UNION",,,,,,,,,
,D,"CONSTRUCTION/DEVELOPMENT COMPANY",,,,,,,,,
,F,"FUNDING/FINANCE COMPANY",,,,,,,,,
,G,"GOVERNMENT AGENCY",,,,,,,,,
,H,"HOLDING COMPANY",,,,,,,,,
,I,"INSURANCE COMPANY",,,,,,,,,
,LD,UNDISCLOSED,,,,,,,,,
,LE,"ET AL (AND OTHERS)",,,,,,,,,
,LL,"LENDING INSTITUTION",,,,,,,,,
,LO,"NON LENDING INSTITUTION",,,,,,,,,
,LP,"PRIVATE PARTY",,,,,,,,,
,LR,"REO/FORECLOSURE COMPANY (APPEARS AS SELLER NAME ON REOS)",,,,,,,,,
,LS,SELLER,,,,,,,,,
,LW,"INTERNET STOREFRONT",,,,,,,,,
,LX,"SUBPRIME LENDER",,,,,,,,,
,LZ,"REVERSE MORTGAGE LENDER",,,,,,,,,
,M,"MORTGAGE COMPANY",,,,,,,,,
,ME,"MERS (Mortgage Electronic Registration System)",,,,,,,,,
,N,"MORTGAGE FUNDING COMPANY",,,,,,,,,
,O,"MORTGAGE ELECTRONIC REGISTRATION SYSTEM (MERS)",,,,,,,,,
,S,"FEDERAL SAVINGS BANK (FSB)",,,,,,,,,
,T,"COMMERCIAL CORPORATIONS (IE: RESORTS)",,,,,,,,,
,Z,"FIRST NATIONAL WEALTH MANAGEMENT CORPORATION (FNWMC)",,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Mortgage1LenderInfoSellerCarryBackFlag,,,,,,,,,,,
,Mortgage1LenderInfoSellerCarryBackFlag,Description,,,,,,,,,
,NULL,"Unknown or not provided",,,,,,,,,
,0,"Non-Seller Carryback Loan or Unknown",,,,,,,,,
,1,"Seller Carryback Loan",,,,,,,,,
,,,,,,,,,,,
Mortgage1TermType,,,,,,,,,,,
,Mortgage1TermType,Description,,,,,,,,,
,"M  ",MONTH,,,,,,,,,
,"Y  ",YEAR,,,,,,,,,
Mortgage1InterestRateType,,,,,,,,,,,
,Mortgage1InterestRateType,Description,,,,,,,,,
,NULL,"UNKNOWN OR NOT PROVIDED",,,,,,,,,
,0,UNKNOWN,,,,,,,,,
,1,"ADJUSTABLE RATE",,,,,,,,,
,2,"FIXED RATE",,,,,,,,,
,,,,,,,,,,,
Mortgage1InterestTypeInitial,,,,,,,,,,,
,Mortgage1InterestTypeInitial,Description,,,,,,,,,
,NULL,"UNKNOWN OR NOT PROVIDED",,,,,,,,,
,0,UNKNOWN,,,,,,,,,
,1,"ADJUSTABLE RATE",,,,,,,,,
,2,"FIXED RATE",,,,,,,,,
,,,,,,,,,,,
Mortgage1FixedStepConversionRate,,,,,,,,,,,
,Mortgage1FixedStepConversionRate,Description,,,,,,,,,
,NULL,"Unknown or not provided",,,,,,,,,
,0,Unknown,,,,,,,,,
,101,"Rate starts as fixed and converts to adjustable",,,,,,,,,
,102,"Rate is adjustable through the loan term",,,,,,,,,
,103,"Rate starts as fixed and converts to adjustable",,,,,,,,,
,104,"Rate is adjustable through the loan term",,,,,,,,,
,105,"Rider exists, no additional info",,,,,,,,,
,,,,,,,,,,,
Mortgage1DocumentInfoRiderAdjustableRateFlag,,,,,,,,,,,
,Mortgage1DocumentInfoRiderAdjustableRateFlag,Description,,,,,,,,,
,NULL,"Unknown or not provided",,,,,,,,,
,1,"Indicates an Adjustable Rate Rider was Attached to the Document",,,,,,,,,
,,,,,,,,,,,
Mortgage1InterestChangeFrequency,,,,,,,,,,,
,Mortgage1InterestChangeFrequency,Description,,,,,,,,,
,NULL,"Unknown or not provided",,,,,,,,,
,0,Unknown,,,,,,,,,
,101,"Two Years",,,,,,,,,
,102,"Three Years",,,,,,,,,
,103,"Four Years",,,,,,,,,
,104,Annually,,,,,,,,,
,105,"Five Years - May Be Reported On Document As ""every 60th Month"".",,,,,,,,,
,106,"Monthly - Revolving Credit Lines Are Always Monthly, Unless Otherwise Stated On Document.",,,,,,,,,
,107,Quarterly,,,,,,,,,
,108,"Six Months Or Semi-annually",,,,,,,,,
,109,"Seven Years",,,,,,,,,
,110,"Ten years",,,,,,,,,
,111,"Fifteen years",,,,,,,,,
,,,,,,,,,,,
Mortgage1AdjustableRateIndex,,,,,,,,,,,
,Mortgage1AdjustableRateIndex,Description,,,,,,,,,
,NULL,"Unknown or not provided",,,,,,,,,
,0,Unknown,,,,,,,,,
,101,"COF - 11th District",,,,,,,,,
,102,"MTA - 12-Month",,,,,,,,,
,103,"CMT 1-Year",,,,,,,,,
,104,"CMT 3-Year",,,,,,,,,
,105,"CMT 5-Year",,,,,,,,,
,106,"Secondary Market CD Rate - 6-Month",,,,,,,,,
,107,"T-Bill 26-Week (6-Months)",,,,,,,,,
,108,"COF - Cost of Funds",,,,,,,,,
,109,"Treasury Note - 5-Year",,,,,,,,,
,110,"LIBOR - London Inter-Bank Offer Rate",,,,,,,,,
,111,"LIBOR - 1-Month",,,,,,,,,
,112,"LIBOR - 1-Year",,,,,,,,,
,113,"LIBOR - 3-Months",,,,,,,,,
,114,"LIBOR - 6-Months",,,,,,,,,
,115,"T-Bill 52-Week (1-Year)",,,,,,,,,
,116,Other,,,,,,,,,
,117,"Prime Rate",,,,,,,,,
,118,"Treasury Note - 10-Year",,,,,,,,,
,119,"Treasury Note - 3-Year",,,,,,,,,
,120,"10-Year Constant Maturity Treasury Index",,,,,,,,,
,121,"Federal Home Loans Bank of New York’s 5 Yr Index",,,,,,,,,
,,,,,,,,,,,
Mortgage1InterestOnlyFlag,,,,,,,,,,,
,Mortgage1InterestOnlyFlag,Description,,,,,,,,,
,NULL,"Unknown or not provided",,,,,,,,,
,0,"No Interest Only Loan Rider Present  or Unknown",,,,,,,,,
,1,"Interest Only Loan Rider Present",,,,,,,,,
,,,,,,,,,,,
Mortgage2Type,,,,,,,,,,,
,Mortgage1Type,Description,,,,,,,,,
,NULL,"UNKNOWN OR NOT PROVIDED",,,,,,,,,
,0,UNKNOWN,,,,,,,,,
,3,"BUILDING OR CONSTRUCTION",,,,,,,,,
,6,"LINE OF CREDIT",,,,,,,,,
,8,FHA,,,,,,,,,
,10,CONVENTIONAL,,,,,,,,,
,11,"CONVENTIONAL WITH PMI",,,,,,,,,
,16,"VETERANS ADMINISTRATION",,,,,,,,,
,101,"USDA - US DEPT OF AGRICULTURE",,,,,,,,,
,102,"FARMERS HOME ADMINISTRATION",,,,,,,,,
,103,COMMERCIAL,,,,,,,,,
,104,"STATE VETERANS",,,,,,,,,
,105,"REVERSE MORTGAGE",,,,,,,,,
,121,ASSUMPTION,,,,,,,,,
,122,BALLOON,,,,,,,,,
,123,"ARM (ADJUSTABLE RATE MORTGAGE)",,,,,,,,,
,124,"CLOSED END MORTGAGE",,,,,,,,,
,125,"SELLER TAKE-BACK",,,,,,,,,
,126,"STAND ALONE FIRST",,,,,,,,,
,127,"STAND ALONE REFI",,,,,,,,,
,128,"STAND ALONE SECOND",,,,,,,,,
,129,REFI-ASSIGNMENT,,,,,,,,,
,130,"SECOND MORTGAGE TO COVER DOWN PYMT",,,,,,,,,
,131,"LAND CONTRACT (ARGMT OF SALE)",,,,,,,,,
,132,"LOAN MODIFICATION",,,,,,,,,
,133,"SMALL BUSINESS ASSOC",,,,,,,,,
,134,CASH,,,,,,,,,
,135,"NEGATIVE AMORTIZATION",,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Mortgage2LenderInfoEntityClassification,,,,,,,,,,,
,Mortgage2LenderInfoEntityClassification,Description,,,,,,,,,
,NULL,"UNKNOWN OR NOT PROVIDED",,,,,,,,,
,0,UNKNOWN,,,,,,,,,
,B,BANK,,,,,,,,,
,C,"CREDIT UNION",,,,,,,,,
,D,"CONSTRUCTION/DEVELOPMENT COMPANY",,,,,,,,,
,F,"FUNDING/FINANCE COMPANY",,,,,,,,,
,G,"GOVERNMENT AGENCY",,,,,,,,,
,H,"HOLDING COMPANY",,,,,,,,,
,I,"INSURANCE COMPANY",,,,,,,,,
,LD,UNDISCLOSED,,,,,,,,,
,LE,"ET AL (AND OTHERS)",,,,,,,,,
,LL,"LENDING INSTITUTION",,,,,,,,,
,LO,"NON LENDING INSTITUTION",,,,,,,,,
,LP,"PRIVATE PARTY",,,,,,,,,
,LR,"REO/FORECLOSURE COMPANY (APPEARS AS SELLER NAME ON REOS)",,,,,,,,,
,LS,SELLER,,,,,,,,,
,LW,"INTERNET STOREFRONT",,,,,,,,,
,LX,"SUBPRIME LENDER",,,,,,,,,
,LZ,"REVERSE MORTGAGE LENDER",,,,,,,,,
,M,"MORTGAGE COMPANY",,,,,,,,,
,ME,"MERS (Mortgage Electronic Registration System)",,,,,,,,,
,N,"MORTGAGE FUNDING COMPANY",,,,,,,,,
,O,"MORTGAGE ELECTRONIC REGISTRATION SYSTEM (MERS)",,,,,,,,,
,S,"FEDERAL SAVINGS BANK (FSB)",,,,,,,,,
,T,"COMMERCIAL CORPORATIONS (IE: RESORTS)",,,,,,,,,
,Z,"FIRST NATIONAL WEALTH MANAGEMENT CORPORATION (FNWMC)",,,,,,,,,
,,,,,,,,,,,
Mortgage2LenderInfoSellerCarryBackFlag,,,,,,,,,,,
,Mortgage2LenderInfoSellerCarryBackFlag,Description,,,,,,,,,
,NULL,"Unknown or not provided",,,,,,,,,
,0,"Non-Seller Carryback Loan or Unknown",,,,,,,,,
,1,"Seller Carryback Loan",,,,,,,,,
,,,,,,,,,,,
Mortgage2TermType,,,,,,,,,,,
,Mortgage2TermType,Description,,,,,,,,,
,"M  ",MONTH,,,,,,,,,
,"Y  ",YEAR,,,,,,,,,
Mortgage2InterestRateType,,,,,,,,,,,
,Mortgage2InterestRateType,Description,,,,,,,,,
,NULL,"UNKNOWN OR NOT PROVIDED",,,,,,,,,
,0,UNKNOWN,,,,,,,,,
,1,"ADJUSTABLE RATE",,,,,,,,,
,2,"FIXED RATE",,,,,,,,,
,,,,,,,,,,,
Mortgage2InterestTypeInitial,,,,,,,,,,,
,Mortgage2InterestTypeInitial,Description,,,,,,,,,
,NULL,"UNKNOWN OR NOT PROVIDED",,,,,,,,,
,0,UNKNOWN,,,,,,,,,
,1,"ADJUSTABLE RATE",,,,,,,,,
,2,"FIXED RATE",,,,,,,,,
,,,,,,,,,,,
Mortgage2FixedStepConversionRate,,,,,,,,,,,
,Mortgage2FixedStepConversionRate,Description,,,,,,,,,
,NULL,"Unknown or not provided",,,,,,,,,
,0,Unknown,,,,,,,,,
,101,"Rate starts as fixed and converts to adjustable",,,,,,,,,
,102,"Rate is adjustable through the loan term",,,,,,,,,
,103,"Rate starts as fixed and converts to adjustable",,,,,,,,,
,104,"Rate is adjustable through the loan term",,,,,,,,,
,105,"Rider exists, no additional info",,,,,,,,,
,,,,,,,,,,,
Mortgage2DocumentInfoRiderAdjustableRateFlag,,,,,,,,,,,
,Mortgage2DocumentInfoRiderAdjustableRateFlag,Description,,,,,,,,,
,NULL,"Unknown or not provided",,,,,,,,,
,1,"Indicates an Adjustable Rate Rider was Attached to the Document",,,,,,,,,
,,,,,,,,,,,
Mortgage2InterestChangeFrequency,,,,,,,,,,,
,Mortgage2InterestChangeFrequency,Description,,,,,,,,,
,NULL,"Unknown or not provided",,,,,,,,,
,0,Unknown,,,,,,,,,
,101,"Two Years",,,,,,,,,
,102,"Three Years",,,,,,,,,
,103,"Four Years",,,,,,,,,
,104,Annually,,,,,,,,,
,105,"Five Years - May Be Reported On Document As ""every 60th Month"".",,,,,,,,,
,106,"Monthly - Revolving Credit Lines Are Always Monthly, Unless Otherwise Stated On Document.",,,,,,,,,
,107,Quarterly,,,,,,,,,
,108,"Six Months Or Semi-annually",,,,,,,,,
,109,"Seven Years",,,,,,,,,
,110,"Ten years",,,,,,,,,
,111,"Fifteen years",,,,,,,,,
,,,,,,,,,,,
Mortgage2AdjustableRateIndex,,,,,,,,,,,
,Mortgage2AdjustableRateIndex,Description,,,,,,,,,
,NULL,"Unknown or not provided",,,,,,,,,
,0,Unknown,,,,,,,,,
,101,"COF - 11th District",,,,,,,,,
,102,"MTA - 12-Month",,,,,,,,,
,103,"CMT 1-Year",,,,,,,,,
,104,"CMT 3-Year",,,,,,,,,
,105,"CMT 5-Year",,,,,,,,,
,106,"Secondary Market CD Rate - 6-Month",,,,,,,,,
,107,"T-Bill 26-Week (6-Months)",,,,,,,,,
,108,"COF - Cost of Funds",,,,,,,,,
,109,"Treasury Note - 5-Year",,,,,,,,,
,110,"LIBOR - London Inter-Bank Offer Rate",,,,,,,,,
,111,"LIBOR - 1-Month",,,,,,,,,
,112,"LIBOR - 1-Year",,,,,,,,,
,113,"LIBOR - 3-Months",,,,,,,,,
,114,"LIBOR - 6-Months",,,,,,,,,
,115,"T-Bill 52-Week (1-Year)",,,,,,,,,
,116,Other,,,,,,,,,
,117,"Prime Rate",,,,,,,,,
,118,"Treasury Note - 10-Year",,,,,,,,,
,119,"Treasury Note - 3-Year",,,,,,,,,
,120,"10-Year Constant Maturity Treasury Index",,,,,,,,,
,121,"Federal Home Loans Bank of NY’s 5-Year Index",,,,,,,,,
,,,,,,,,,,,
Mortgage2InterestOnlyFlag,,,,,,,,,,,
,Mortgage2InterestOnlyFlag,Description,,,,,,,,,
,NULL,"Unknown or not provided",,,,,,,,,
,0,"No Interest Only Loan Rider Present  or Unknown",,,,,,,,,
,1,"Interest Only Loan Rider Present",,,,,,,,,
,0,"No Interest Only Loan Rider Present",,,,,,,,,
,1,"Interest Only Loan Rider Present",,,,,,,,,
