NAICS_CODE,TOP_CATEGORY,SUB_CATEGORY,TOTAL_POIS,ALL_POIS,OPENED_ON_PERCENT,CLOSED_ON_PERCENT,PHONE_FILL_RATE,OPEN_FILL_RATE
517919,Other Telecommunications,All Other Telecommunications,1840,7952451,0.000000,0.000000,0.000543,0.000000
561320,Employment Services,Temporary Help Services,1800,7952451,0.000000,0.000556,0.225000,0.705556
561730,Services to Buildings and Dwellings,Landscaping Services,1784,7952451,0.002242,0.001121,0.952354,0.215247
621910,Other Ambulatory Health Care Services,Ambulance Services,1739,7952451,0.000000,0.079931,0.825762,0.200115
512240,Sound Recording Industries,Sound Recording Studios,1692,7952451,0.000000,0.044326,0.878251,0.242317
423810,"Machinery, Equipment, and Supplies Merchant Wholesalers",Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,1691,7952451,0.172679,0.134831,0.714962,0.740390
445291,Specialty Food Stores,Baked Goods Stores,1659,7952451,0.045208,0.048825,0.660639,0.879445
518210,"Data Processing, Hosting, and Related Services","Data Processing, Hosting, and Related Services",1656,7952451,0.000000,0.000000,0.016908,0.004831
424910,Miscellaneous Nondurable Goods Merchant Wholesalers,Farm Supplies Merchant Wholesalers,1631,7952451,0.083998,0.034948,0.870632,0.296137
485999,Other Transit and Ground Passenger Transportation,All Other Transit and Ground Passenger Transportation,1583,7952451,0.000000,0.066961,0.728364,0.239419
454310,Direct Selling Establishments,Fuel Dealers,1506,7952451,0.067065,0.017264,0.503984,0.233732
621991,Other Ambulatory Health Care Services,Blood and Organ Banks,1473,7952451,0.176511,0.090292,0.873727,0.754243
111421,"Greenhouse, Nursery, and Floriculture Production",Nursery and Tree Production,1388,7952451,0.000000,0.095821,0.799712,0.335014
611511,Technical and Trade Schools,Cosmetology and Barber Schools,1380,7952451,0.001449,0.060870,0.722464,0.419565
312140,Beverage Manufacturing,Distilleries,1369,7952451,0.000000,0.130752,0.831994,0.540541
721120,Traveler Accommodation,Casino Hotels,1338,7952451,0.008221,0.081465,0.473842,0.300448
541310,"Architectural, Engineering, and Related Services",Architectural Services,1331,7952451,0.000000,0.017280,0.924869,0.223140
423720,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,1330,7952451,0.136842,0.167669,0.813534,0.990226
424690,Chemical and Allied Products Merchant Wholesalers,Other Chemical and Allied Products Merchant Wholesalers,1301,7952451,0.042275,0.032283,0.931591,0.962337
561720,Services to Buildings and Dwellings,Janitorial Services,1286,7952451,0.024106,0.041991,0.853033,0.611198
423920,Miscellaneous Durable Goods Merchant Wholesalers,Toy and Hobby Goods and Supplies Merchant Wholesalers,1255,7952451,0.000000,0.089243,0.660558,0.472510
423610,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",1227,7952451,0.017115,0.001630,0.917685,0.572942
7111,Performing Arts Companies,,1206,7952451,0.000000,0.167496,0.694859,0.491708
813219,Grantmaking and Giving Services,Other Grantmaking and Giving Services,1147,7952451,0.030514,0.029643,0.890148,0.026155
485111,Urban Transit Systems,Mixed Mode Transit Systems,1144,7952451,0.000000,0.000000,0.000000,0.000000
524127,Insurance Carriers,Direct Title Insurance Carriers,1125,7952451,0.043556,0.360000,0.501333,0.056000
713920,Other Amusement and Recreation Industries,Skiing Facilities,1115,7952451,0.000000,0.094170,0.602691,0.330045
523110,Securities and Commodity Contracts Intermediation and Brokerage,Investment Banking and Securities Dealing,1037,7952451,0.054002,0.035680,0.547734,0.657666
611519,Technical and Trade Schools,Other Technical and Trade Schools,1033,7952451,0.000000,0.007744,0.633107,0.045499
2361,Residential Building Construction,,1019,7952451,0.000000,0.000000,0.919529,0.019627
424720,Petroleum and Petroleum Products Merchant Wholesalers,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),943,7952451,0.037116,0.026511,0.400848,0.452810
423450,Professional and Commercial Equipment and Supplies Merchant Wholesalers,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",900,7952451,0.086667,0.025556,0.813333,0.896667
423330,Lumber and Other Construction Materials Merchant Wholesalers,"Roofing, Siding, and Insulation Material Merchant Wholesalers",852,7952451,0.050469,0.026995,0.798122,0.946009
532412,Commercial and Industrial Machinery and Equipment Rental and Leasing,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",849,7952451,0.082450,0.008245,0.792697,0.580683
524128,Insurance Carriers,"Other Direct Insurance (except Life, Health, and Medical) Carriers",822,7952451,0.000000,0.015815,0.760341,0.030414
423990,Miscellaneous Durable Goods Merchant Wholesalers,Other Miscellaneous Durable Goods Merchant Wholesalers,786,7952451,0.063613,0.005089,0.226463,0.982188
561710,Services to Buildings and Dwellings,Exterminating and Pest Control Services,786,7952451,0.013995,0.003817,0.914758,0.483461
928120,National Security and International Affairs,International Affairs,750,7952451,0.000000,0.037333,0.770667,0.489333
327212,Glass and Glass Product Manufacturing,Other Pressed and Blown Glass and Glassware Manufacturing,730,7952451,0.000000,0.158904,0.916438,0.435616
323113,Printing and Related Support Activities,Commercial Screen Printing,728,7952451,0.000000,0.000000,0.365385,0.425824
515210,Cable and Other Subscription Programming,Cable and Other Subscription Programming,726,7952451,0.106061,0.042700,0.020661,0.805785
444190,Building Material and Supplies Dealers,Other Building Material Dealers,718,7952451,0.132312,0.041783,0.898329,0.476323
493120,Warehousing and Storage,Refrigerated Warehousing and Storage,710,7952451,0.064789,0.015493,0.576056,0.008451
611610,Other Schools and Instruction,Fine Arts Schools,705,7952451,0.041135,0.076596,0.913475,0.582979
488190,Support Activities for Air Transportation,Other Support Activities for Air Transportation,691,7952451,0.000000,0.034732,0.311143,0.104197
483212,Inland Water Transportation,Inland Water Passenger Transportation,662,7952451,0.000000,0.051360,0.551360,0.211480
221115,"Electric Power Generation, Transmission and Distribution",Wind Electric Power Generation,655,7952451,0.000000,0.000000,0.000000,0.001527
488510,Freight Transportation Arrangement,Freight Transportation Arrangement,626,7952451,0.075080,0.031949,0.774760,0.000000
531190,Lessors of Real Estate,Lessors of Other Real Estate Property,620,7952451,0.124194,0.174194,0.595161,0.227419
488310,Support Activities for Water Transportation,Port and Harbor Operations,599,7952451,0.000000,0.000000,0.557596,0.010017
423710,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",Hardware Merchant Wholesalers,562,7952451,0.295374,0.053381,0.620996,0.092527
323111,Printing and Related Support Activities,Commercial Printing (except Screen and Books),558,7952451,0.166667,0.066308,0.858423,0.856631
523120,Securities and Commodity Contracts Intermediation and Brokerage,Securities Brokerage,552,7952451,0.014493,0.048913,0.893116,0.983696
551112,Management of Companies and Enterprises,Offices of Other Holding Companies,543,7952451,0.000000,0.000000,0.604052,0.998158
811212,Electronic and Precision Equipment Repair and Maintenance,Computer and Office Machine Repair and Maintenance,543,7952451,0.101289,0.088398,0.891344,0.937385
424490,Grocery and Related Product Merchant Wholesalers,Other Grocery and Related Products Merchant Wholesalers,534,7952451,0.026217,0.016854,0.544944,0.509363
622210,Psychiatric and Substance Abuse Hospitals,Psychiatric and Substance Abuse Hospitals,518,7952451,0.000000,0.015444,0.457529,0.090734
561431,Business Support Services,Private Mail Centers,494,7952451,0.008097,0.008097,0.613360,0.228745
423690,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,Other Electronic Parts and Equipment Merchant Wholesalers,467,7952451,0.053533,0.068522,0.933619,0.922912
623311,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,Continuing Care Retirement Communities,466,7952451,0.000000,0.002146,0.630901,0.064378
512132,Motion Picture and Video Industries,Drive-In Motion Picture Theaters,465,7952451,0.000000,0.141935,0.825806,0.182796
541860,"Advertising, Public Relations, and Related Services",Direct Mail Advertising,445,7952451,0.029213,0.011236,0.373034,0.968539
813212,Grantmaking and Giving Services,Voluntary Health Organizations,441,7952451,0.063492,0.024943,0.408163,0.224490
236118,Residential Building Construction,Residential Remodelers,435,7952451,0.071264,0.018391,0.774713,0.554023
484121,General Freight Trucking,"General Freight Trucking, Long-Distance, Truckload",389,7952451,0.007712,0.015424,0.149100,0.000000
423110,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,Automobile and Other Motor Vehicle Merchant Wholesalers,382,7952451,0.073298,0.041885,0.871728,0.989529
423740,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",Refrigeration Equipment and Supplies Merchant Wholesalers,377,7952451,0.007958,0.010610,0.973475,0.984085
115112,Support Activities for Crop Production,"Soil Preparation, Planting, and Cultivating",369,7952451,0.008130,0.005420,0.948509,0.000000
813319,Social Advocacy Organizations,Other Social Advocacy Organizations,346,7952451,0.000000,0.000000,0.052023,0.002890
327120,Clay Product and Refractory Manufacturing,Clay Building Material and Refractories Manufacturing,338,7952451,0.000000,0.000000,0.795858,0.857988
485310,Taxi and Limousine Service,Taxi Service,335,7952451,0.000000,0.029851,0.832836,0.065672
611420,Business Schools and Computer and Management Training,Computer Training,324,7952451,0.256173,0.033951,0.799383,0.740741
336120,Motor Vehicle Manufacturing,Heavy Duty Truck Manufacturing,318,7952451,0.113208,0.012579,0.710692,0.990566
481111,Scheduled Air Transportation,Scheduled Passenger Air Transportation,317,7952451,0.000000,0.085174,0.154574,0.069401
221210,Natural Gas Distribution,Natural Gas Distribution,295,7952451,0.023729,0.013559,0.379661,0.410169
423140,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,Motor Vehicle Parts (Used) Merchant Wholesalers,280,7952451,0.314286,0.278571,0.650000,0.275000
238990,Other Specialty Trade Contractors,All Other Specialty Trade Contractors,276,7952451,0.000000,0.065217,0.822464,0.355072
423840,"Machinery, Equipment, and Supplies Merchant Wholesalers",Industrial Supplies Merchant Wholesalers,266,7952451,0.000000,0.003759,0.221805,0.127820
611710,Educational Support Services,Educational Support Services,264,7952451,0.007576,0.151515,0.810606,0.738636
624210,"Community Food and Housing, and Emergency and Other Relief Services",Community Food Services,264,7952451,0.000000,0.000000,0.787879,0.075758
423940,Miscellaneous Durable Goods Merchant Wholesalers,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",257,7952451,0.182879,0.128405,0.373541,0.599222
561621,Investigation and Security Services,Security Systems Services (except Locksmiths),254,7952451,0.000000,0.000000,0.842520,0.000000
323117,Printing and Related Support Activities,Books Printing,246,7952451,0.000000,0.000000,0.926829,0.959350
561990,Other Support Services,All Other Support Services,234,7952451,0.098291,0.029915,0.376068,0.358974
541611,"Management, Scientific, and Technical Consulting Services",Administrative Management and General Management Consulting Services,218,7952451,0.000000,0.000000,0.697248,0.000000
488991,Other Support Activities for Transportation,Packing and Crating,214,7952451,0.014019,0.037383,0.383178,0.929907
524126,Insurance Carriers,Direct Property and Casualty Insurance Carriers,205,7952451,0.039024,0.117073,0.175610,0.253659
485119,Urban Transit Systems,Other Urban Transit Systems,192,7952451,0.000000,0.000000,0.000000,0.000000
423930,Miscellaneous Durable Goods Merchant Wholesalers,Recyclable Material Merchant Wholesalers,190,7952451,0.000000,0.042105,0.368421,0.305263
423390,Lumber and Other Construction Materials Merchant Wholesalers,Other Construction Material Merchant Wholesalers,187,7952451,0.128342,0.106952,0.240642,0.951872
561499,Business Support Services,All Other Business Support Services,187,7952451,0.176471,0.187166,0.668449,0.545455
423130,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,Tire and Tube Merchant Wholesalers,177,7952451,0.293785,0.084746,0.920904,1.000000
525990,Other Investment Pools and Funds,Other Financial Vehicles,169,7952451,0.041420,0.035503,0.733728,0.017751
424320,"Apparel, Piece Goods, and Notions Merchant Wholesalers",Men's and Boys' Clothing and Furnishings Merchant Wholesalers,164,7952451,0.000000,0.000000,0.140244,0.865854
722514,Restaurants and Other Eating Places,"Cafeterias, Grill Buffets, and Buffets",159,7952451,0.031447,0.295597,0.842767,0.836478
811219,Electronic and Precision Equipment Repair and Maintenance,Other Electronic and Precision Equipment Repair and Maintenance,156,7952451,0.032051,0.121795,0.814103,0.929487
311991,Other Food Manufacturing,Perishable Prepared Food Manufacturing,146,7952451,0.109589,0.246575,0.595890,0.534247
922150,"Justice, Public Order, and Safety Activities",Parole Offices and Probation Offices,142,7952451,0.000000,0.000000,0.936620,0.000000
238140,"Foundation, Structure, and Building Exterior Contractors",Masonry Contractors,141,7952451,0.333333,0.234043,0.886525,0.014184
561790,Services to Buildings and Dwellings,Other Services to Buildings and Dwellings,138,7952451,0.000000,0.188406,0.275362,0.173913
561740,Services to Buildings and Dwellings,Carpet and Upholstery Cleaning Services,125,7952451,0.048000,0.016000,0.936000,0.224000
3119,Other Food Manufacturing,,125,7952451,0.000000,0.368000,0.976000,0.000000
423120,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,Motor Vehicle Supplies and New Parts Merchant Wholesalers,124,7952451,0.032258,0.000000,0.024194,0.000000
523920,Other Financial Investment Activities,Portfolio Management,121,7952451,0.008264,0.016529,0.983471,1.000000
621420,Outpatient Care Centers,Outpatient Mental Health and Substance Abuse Centers,113,7952451,0.053097,0.026549,0.707965,0.840708
6241,Individual and Family Services,,107,7952451,0.000000,0.009346,0.532710,0.074766
339920,Other Miscellaneous Manufacturing,Sporting and Athletic Goods Manufacturing,106,7952451,0.028302,0.066038,0.650943,0.792453
236115,Residential Building Construction,New Single-Family Housing Construction (except For-Sale Builders),99,7952451,0.000000,0.000000,0.949495,0.000000
532299,,,95,7952451,0.000000,0.031579,0.894737,0.652632
8129,Other Personal Services,,89,7952451,0.000000,0.033708,0.808989,0.134831
336991,Other Transportation Equipment Manufacturing,"Motorcycle, Bicycle, and Parts Manufacturing",87,7952451,0.114943,0.011494,0.839080,0.931034
312113,Beverage Manufacturing,Ice Manufacturing,78,7952451,0.000000,0.000000,0.012821,0.000000
562212,Waste Treatment and Disposal,Solid Waste Landfill,76,7952451,0.000000,0.013158,0.526316,0.184211
332510,Hardware Manufacturing,Hardware Manufacturing,76,7952451,0.000000,0.000000,0.723684,1.000000
423510,Metal and Mineral (except Petroleum) Merchant Wholesalers,Metal Service Centers and Other Metal Merchant Wholesalers,74,7952451,0.013514,0.013514,0.770270,0.000000
424510,Farm Product Raw Material Merchant Wholesalers,Grain and Field Bean Merchant Wholesalers,73,7952451,0.041096,0.013699,0.849315,0.000000
333120,"Agriculture, Construction, and Mining Machinery Manufacturing",Construction Machinery Manufacturing,72,7952451,0.361111,0.000000,0.111111,0.944444
424950,Miscellaneous Nondurable Goods Merchant Wholesalers,"Paint, Varnish, and Supplies Merchant Wholesalers",68,7952451,0.088235,0.058824,0.808824,0.014706
541810,"Advertising, Public Relations, and Related Services",Advertising Agencies,66,7952451,0.015152,0.075758,0.818182,0.939394
238160,"Foundation, Structure, and Building Exterior Contractors",Roofing Contractors,65,7952451,0.061538,0.015385,0.846154,0.984615
316998,Other Leather and Allied Product Manufacturing,All Other Leather Good and Allied Product Manufacturing,63,7952451,0.047619,0.253968,0.317460,0.333333
928110,National Security and International Affairs,National Security,61,7952451,0.000000,0.000000,0.836066,0.065574
711219,Spectator Sports,Other Spectator Sports,60,7952451,0.033333,0.066667,0.850000,0.716667
921110,"Executive, Legislative, and Other General Government Support",Executive Offices,59,7952451,0.000000,0.016949,0.237288,0.118644
541200,,,54,7952451,0.000000,0.092593,0.925926,0.111111
813990,"Business, Professional, Labor, Political, and Similar Organizations","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",54,7952451,0.000000,0.000000,0.629630,0.629630
517911,Other Telecommunications,Telecommunications Resellers,52,7952451,0.096154,0.076923,0.211538,0.807692
331221,Steel Product Manufacturing from Purchased Steel,Rolled Steel Shape Manufacturing,51,7952451,0.019608,0.000000,0.490196,0.000000
423310,Lumber and Other Construction Materials Merchant Wholesalers,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",50,7952451,0.020000,0.020000,0.540000,1.000000
332313,Architectural and Structural Metals Manufacturing,Plate Work Manufacturing,48,7952451,0.020833,0.104167,0.833333,0.000000
339114,Medical Equipment and Supplies Manufacturing,Dental Equipment and Supplies Manufacturing,46,7952451,0.391304,0.000000,0.260870,0.086957
611410,Business Schools and Computer and Management Training,Business and Secretarial Schools,44,7952451,0.000000,0.000000,0.704545,0.000000
442291,Home Furnishings Stores,Window Treatment Stores,41,7952451,0.048780,0.000000,1.000000,0.975610
922190,"Justice, Public Order, and Safety Activities","Other Justice, Public Order, and Safety Activities",40,7952451,0.000000,0.000000,0.925000,0.000000
813410,Civic and Social Organizations,Civic and Social Organizations,39,7952451,0.000000,0.000000,0.000000,0.025641
532210,Consumer Goods Rental,Consumer Electronics and Appliances Rental,39,7952451,0.000000,0.025641,0.923077,1.000000
541715,Scientific Research and Development Services,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",36,7952451,0.000000,0.000000,0.722222,0.000000
332311,Architectural and Structural Metals Manufacturing,Prefabricated Metal Building and Component Manufacturing,33,7952451,0.000000,0.000000,0.333333,1.000000
316210,Footwear Manufacturing,Footwear Manufacturing,33,7952451,0.030303,0.030303,0.242424,0.181818
424410,Grocery and Related Product Merchant Wholesalers,General Line Grocery Merchant Wholesalers,31,7952451,0.032258,0.000000,0.548387,0.129032
424430,Grocery and Related Product Merchant Wholesalers,Dairy Product (except Dried or Canned) Merchant Wholesalers,28,7952451,0.000000,0.035714,0.142857,1.000000
561920,Other Support Services,Convention and Trade Show Organizers,26,7952451,0.000000,0.038462,0.653846,0.307692
711212,Spectator Sports,Racetracks,25,7952451,0.000000,0.040000,0.400000,0.320000
238310,Building Finishing Contractors,Drywall and Insulation Contractors,24,7952451,0.000000,0.000000,1.000000,1.000000
524114,Insurance Carriers,Direct Health and Medical Insurance Carriers,23,7952451,0.000000,0.000000,0.043478,1.000000
485410,School and Employee Bus Transportation,School and Employee Bus Transportation,23,7952451,0.000000,0.043478,0.043478,0.000000
423320,Lumber and Other Construction Materials Merchant Wholesalers,"Brick, Stone, and Related Construction Material Merchant Wholesalers",21,7952451,0.047619,0.000000,0.952381,1.000000
424710,Petroleum and Petroleum Products Merchant Wholesalers,Petroleum Bulk Stations and Terminals,21,7952451,0.000000,0.000000,0.142857,0.000000
339112,Medical Equipment and Supplies Manufacturing,Surgical and Medical Instrument Manufacturing,20,7952451,0.150000,0.000000,0.500000,1.000000
213112,Support Activities for Mining,Support Activities for Oil and Gas Operations,19,7952451,0.000000,0.105263,0.526316,0.157895
325510,"Paint, Coating, and Adhesive Manufacturing",Paint and Coating Manufacturing,19,7952451,0.000000,0.000000,0.000000,0.000000
211120,Oil and Gas Extraction,Crude Petroleum Extraction ,18,7952451,0.000000,0.000000,0.111111,0.000000
611512,Technical and Trade Schools,Flight Training,18,7952451,0.000000,0.000000,0.833333,0.000000
33121,Steel Product Manufacturing from Purchased Steel,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,18,7952451,0.000000,0.000000,0.888889,0.000000
3121,Beverage Manufacturing,,17,7952451,0.000000,0.117647,0.823529,0.000000
238290,Building Equipment Contractors,Other Building Equipment Contractors,16,7952451,0.125000,0.062500,0.437500,0.000000
511130,"Newspaper, Periodical, Book, and Directory Publishers",Book Publishers,16,7952451,0.125000,0.062500,0.812500,1.000000
336411,Aerospace Product and Parts Manufacturing,Aircraft Manufacturing,16,7952451,0.000000,0.000000,0.000000,0.000000
333414,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",Heating Equipment (except Warm Air Furnaces) Manufacturing,15,7952451,0.000000,0.000000,0.933333,0.200000
561591,Travel Arrangement and Reservation Services,Convention and Visitors Bureaus,12,7952451,0.000000,0.000000,0.416667,0.333333
424340,"Apparel, Piece Goods, and Notions Merchant Wholesalers",Footwear Merchant Wholesalers,11,7952451,0.000000,0.000000,0.818182,1.000000
711130,Performing Arts Companies,Musical Groups and Artists,11,7952451,0.000000,0.090909,0.272727,0.090909
923130,Administration of Human Resource Programs,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)",11,7952451,0.000000,0.000000,0.000000,1.000000
493190,Warehousing and Storage,Other Warehousing and Storage,10,7952451,0.000000,0.000000,0.500000,0.000000
511191,"Newspaper, Periodical, Book, and Directory Publishers",Greeting Card Publishers,10,7952451,0.000000,1.000000,1.000000,0.000000
322230,Converted Paper Product Manufacturing,Stationery Product Manufacturing,10,7952451,0.000000,0.200000,1.000000,0.300000
332992,Other Fabricated Metal Product Manufacturing,Small Arms Ammunition Manufacturing,10,7952451,0.000000,0.000000,0.000000,0.000000
561520,Travel Arrangement and Reservation Services,Tour Operators,9,7952451,0.000000,0.111111,0.888889,0.444444
562910,Remediation and Other Waste Management Services,Remediation Services,9,7952451,0.111111,0.000000,1.000000,0.000000
711190,Performing Arts Companies,Other Performing Arts Companies,9,7952451,0.000000,0.000000,0.777778,0.444444
485320,Taxi and Limousine Service,Limousine Service,7,7952451,0.000000,0.000000,0.714286,0.285714
321992,Other Wood Product Manufacturing,Prefabricated Wood Building Manufacturing,6,7952451,0.000000,0.000000,1.000000,0.000000
334519,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Other Measuring and Controlling Device Manufacturing,6,7952451,0.166667,0.000000,0.666667,0.000000
326199,Plastics Product Manufacturing,All Other Plastics Product Manufacturing,6,7952451,0.000000,0.000000,0.000000,0.000000
493130,Warehousing and Storage,Farm Product Warehousing and Storage,6,7952451,0.000000,0.000000,0.000000,0.000000
923140,Administration of Human Resource Programs,Administration of Veterans' Affairs,5,7952451,0.000000,0.000000,0.000000,0.000000
522120,Depository Credit Intermediation,Savings Institutions,5,7952451,0.000000,0.000000,0.200000,1.000000
921190,"Executive, Legislative, and Other General Government Support",Other General Government Support,4,7952451,0.000000,0.000000,0.250000,0.250000
3344,Semiconductor and Other Electronic Component Manufacturing,,4,7952451,0.000000,0.000000,0.250000,0.000000
561612,Investigation and Security Services,Security Guards and Patrol Services,4,7952451,0.000000,0.000000,1.000000,0.000000
333132,"Agriculture, Construction, and Mining Machinery Manufacturing",Oil and Gas Field Machinery and Equipment Manufacturing,3,7952451,0.000000,0.000000,0.000000,0.000000
711510,"Independent Artists, Writers, and Performers","Independent Artists, Writers, and Performers",3,7952451,0.000000,0.000000,0.333333,0.666667
333112,"Agriculture, Construction, and Mining Machinery Manufacturing",Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,3,7952451,0.000000,0.000000,0.000000,0.000000
324122,Petroleum and Coal Products Manufacturing,Asphalt Shingle and Coating Materials Manufacturing,3,7952451,0.000000,0.000000,0.000000,0.000000
336111,Motor Vehicle Manufacturing,Automobile Manufacturing,2,7952451,0.000000,0.000000,0.000000,0.000000
561440,Business Support Services,Collection Agencies,2,7952451,0.000000,0.000000,0.000000,0.000000
3313,Alumina and Aluminum Production and Processing,,2,7952451,0.000000,0.000000,0.500000,0.000000
339910,Other Miscellaneous Manufacturing,Jewelry and Silverware Manufacturing,2,7952451,0.000000,0.000000,1.000000,0.500000
331313,Alumina and Aluminum Production and Processing,Alumina Refining and Primary Aluminum Production,2,7952451,0.000000,0.000000,1.000000,0.000000
334510,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Electromedical and Electrotherapeutic Apparatus Manufacturing,2,7952451,0.000000,0.000000,0.000000,0.000000
541712,,,2,7952451,0.000000,0.000000,1.000000,0.000000
711110,Performing Arts Companies,Theater Companies and Dinner Theaters,2,7952451,0.000000,0.000000,0.500000,0.500000
315240,Cut and Sew Apparel Manufacturing,"Women’s, Girls’, and Infants’ Cut and Sew Apparel Manufacturing",2,7952451,0.000000,1.000000,1.000000,0.000000
6213,Offices of Other Health Practitioners,,1,7952451,0.000000,0.000000,1.000000,0.000000
6211,Offices of Physicians,,1,7952451,0.000000,0.000000,0.000000,0.000000
423210,Furniture and Home Furnishing Merchant Wholesalers,Furniture Merchant Wholesalers,1,7952451,0.000000,0.000000,0.000000,0.000000
423420,Professional and Commercial Equipment and Supplies Merchant Wholesalers,Office Equipment Merchant Wholesalers,1,7952451,0.000000,0.000000,1.000000,1.000000
5617,Services to Buildings and Dwellings,,1,7952451,0.000000,0.000000,1.000000,1.000000
237310,"Highway, Street, and Bridge Construction","Highway, Street, and Bridge Construction",1,7952451,0.000000,0.000000,1.000000,1.000000
4483,"Jewelry, Luggage, and Leather Goods Stores",,1,7952451,0.000000,0.000000,0.000000,0.000000
541613,"Management, Scientific, and Technical Consulting Services",Marketing Consulting Services,1,7952451,0.000000,0.000000,1.000000,0.000000
541199,Legal Services,All Other Legal Services,1,7952451,0.000000,0.000000,1.000000,0.000000
721214,RV (Recreational Vehicle) Parks and Recreational Camps,Recreational and Vacation Camps (except Campgrounds),1,7952451,0.000000,0.000000,0.000000,0.000000
4461,Health and Personal Care Stores,,1,7952451,0.000000,0.000000,0.000000,0.000000
8121,Personal Care Services,,1,7952451,0.000000,1.000000,1.000000,1.000000
337121,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,Upholstered Household Furniture Manufacturing,1,7952451,0.000000,1.000000,1.000000,1.000000
483112,"Deep Sea, Coastal, and Great Lakes Water Transportation",Deep Sea Passenger Transportation,1,7952451,0.000000,0.000000,1.000000,0.000000
541618,"Management, Scientific, and Technical Consulting Services",Other Management Consulting Services,1,7952451,0.000000,0.000000,1.000000,0.000000
515120,Radio and Television Broadcasting,Television Broadcasting,1,7952451,0.000000,0.000000,0.000000,0.000000